"id","name","title","addedDate","lastUpdated","bdr","company","category","status","value","probability","expectedCloseDate","link","phone","notes","email","leadId","callDate","parentId","isSublist","sublistName","sortOrder","agreementDate","partnerListDueDate","partnerListSentDate","firstSaleDate","partnerListSize","totalSalesFromList"
"6585","Laurence O'Hara","Direct Program Associate","2025-07-11 09:12:05.825","2025-07-11 09:12:05.825","Naeem Patel","Elite Consulting (Finance)","Calls","Call Conducted",,"35",,,"(360) 418-4279","Last month Finance opportunity","Elvera.Kassulke@gmail.com",,"2025-07-11 09:12:05.825",,"false",,"350",,,,,,
"6586","Alonzo Baumbach-Lockman","Central Group Supervisor","2025-07-21 13:08:54.761","2025-07-21 13:08:54.761","Naeem Patel","Strategic Partners (Consulting)","Calls","Call Conducted",,"35",,,"1-964-449-0129 x443","Last month Consulting opportunity","Valerie.Cruickshank41@yahoo.com",,"2025-07-21 13:08:54.761",,"false",,"916",,,,,,
"6587","Tommie Heidenreich","Chief Solutions Strategist","2025-07-28 15:27:04.907","2025-07-28 15:27:04.907","Naeem Patel","Business Dynamics (Technology)","Calls","Call Conducted",,"35",,,"1-751-280-9078 x583","Last month Technology opportunity","Juana.Zemlak@yahoo.com",,"2025-07-28 15:27:04.907",,"false",,"531",,,,,,
"6588","Whitney Larson","Principal Data Facilitator","2025-07-07 10:57:05.814","2025-07-07 10:57:05.814","Naeem Patel","Enterprise Solutions (Technology)","Calls","Call Conducted",,"35",,,"(314) 277-2568 x7071","Last month Technology opportunity","Ashlee_Brakus78@yahoo.com",,"2025-07-07 10:57:05.814",,"false",,"600",,,,,,
"6589","Robyn Dietrich","Regional Intranet Consultant","2025-07-21 13:55:04.306","2025-07-21 13:55:04.306","Naeem Patel","Strategic Partners (Healthcare)","Calls","Call Conducted",,"35",,,"(686) 747-9037","Last month Healthcare opportunity","Burdette.OKeefe@yahoo.com",,"2025-07-21 13:55:04.306",,"false",,"313",,,,,,
"6590","Craig Crist","Future Response Technician","2025-07-17 14:47:21.918","2025-07-17 14:47:21.918","Naeem Patel","Strategic Partners (Legal)","Calls","Call Conducted",,"35",,,"857.762.5470 x135","Last month Legal opportunity","Holly_Jakubowski@yahoo.com",,"2025-07-17 14:47:21.918",,"false",,"712",,,,,,
"6591","Dave Gerlach","Forward Infrastructure Administrator","2025-07-07 16:46:19.554","2025-07-07 16:46:19.554","Naeem Patel","Advanced Analytics (Manufacturing)","Calls","Call Conducted",,"35",,,"1-441-205-6982 x77414","Last month Manufacturing opportunity","Brando.Green@hotmail.com",,"2025-07-07 16:46:19.554",,"false",,"974",,,,,,
"6592","Kerry Bradtke","Corporate Interactions Associate","2025-07-01 10:05:04.267","2025-07-01 10:05:04.267","Naeem Patel","Global Systems Inc (Retail)","Calls","Call Conducted",,"35",,,"380.311.4403","Last month Retail opportunity","Lloyd.Treutel58@yahoo.com",,"2025-07-01 10:05:04.267",,"false",,"665",,,,,,
"6593","Kristine Kshlerin","Legacy Identity Orchestrator","2025-07-28 13:44:48.85","2025-07-28 13:44:48.85","Naeem Patel","Performance Group (Technology)","Calls","Call Conducted",,"35",,,"438.253.0676 x84924","Last month Technology opportunity","Steve_Marvin68@yahoo.com",,"2025-07-28 13:44:48.85",,"false",,"201",,,,,,
"6594","Karla Glover","Dynamic Configuration Facilitator","2025-07-30 13:11:48.509","2025-07-30 13:11:48.509","Naeem Patel","Digital Innovations Ltd (Finance)","Calls","Call Conducted",,"35",,,"562-903-6700 x43939","Last month Finance opportunity","Lucienne.Harber@yahoo.com",,"2025-07-30 13:11:48.509",,"false",,"361",,,,,,
"6595","Mr. Elias Pacocha","Global Communications Director","2025-07-02 10:19:30.61","2025-07-02 10:19:30.61","Naeem Patel","Digital Innovations Ltd (Education)","Calls","Call Conducted",,"35",,,"271.846.1813 x6853","Last month Education opportunity","Leora_Williamson@yahoo.com",,"2025-07-02 10:19:30.61",,"false",,"682",,,,,,
"6596","Ellis Rolfson","Dynamic Assurance Director","2025-07-07 15:39:52.035","2025-07-07 15:39:52.035","Naeem Patel","NextGen Technologies (Finance)","Calls","Call Conducted",,"35",,,"(556) 659-2363 x261","Last month Finance opportunity","Karianne_Botsford21@yahoo.com",,"2025-07-07 15:39:52.035",,"false",,"472",,,,,,
"6597","Rafael Cartwright","Senior Factors Technician","2025-07-04 12:35:26.453","2025-07-04 12:35:26.453","Naeem Patel","Digital Innovations Ltd (Construction)","Calls","Call Conducted",,"35",,,"(335) 696-6797 x3698","Last month Construction opportunity","Terrance_Erdman@yahoo.com",,"2025-07-04 12:35:26.453",,"false",,"933",,,,,,
"6598","Dr. Dexter Ondricka","Principal Quality Producer","2025-07-07 14:26:15.603","2025-07-07 14:26:15.603","Naeem Patel","Prime Business Group (Education)","Calls","Call Conducted",,"35",,,"1-226-694-1603 x67223","Last month Education opportunity","Kelsie_Torphy19@yahoo.com",,"2025-07-07 14:26:15.603",,"false",,"266",,,,,,
"6599","Seth Jast","Principal Accounts Coordinator","2025-07-14 09:10:28.164","2025-07-14 09:10:28.164","Naeem Patel","Innovation Hub (Legal)","Calls","Call Conducted",,"35",,,"(690) 208-6485 x63407","Last month Legal opportunity","Benny77@yahoo.com",,"2025-07-14 09:10:28.164",,"false",,"514",,,,,,
"6600","Lucas Effertz","Investor Research Associate","2025-07-08 09:58:30.658","2025-07-08 09:58:30.658","Naeem Patel","Elite Consulting (Healthcare)","Calls","Call Conducted",,"35",,,"633.233.3653 x2162","Last month Healthcare opportunity","Duane19@gmail.com",,"2025-07-08 09:58:30.658",,"false",,"518",,,,,,
"6601","Shawna Gerlach","Central Applications Planner","2025-07-28 12:12:35.689","2025-07-28 12:12:35.689","Naeem Patel","Future Tech (Healthcare)","Calls","Call Conducted",,"35",,,"(504) 365-1936","Last month Healthcare opportunity","Adah30@yahoo.com",,"2025-07-28 12:12:35.689",,"false",,"984",,,,,,
"6602","Courtney Stokes II","Principal Solutions Strategist","2025-07-14 10:29:16.858","2025-07-14 10:29:16.858","Naeem Patel","Data Solutions (Legal)","Calls","Call Conducted",,"35",,,"332.569.7346 x888","Last month Legal opportunity","Linnie_Waelchi@yahoo.com",,"2025-07-14 10:29:16.858",,"false",,"974",,,,,,
"6603","Kirk O'Keefe","Regional Mobility Facilitator","2025-07-01 14:47:19.054","2025-07-01 14:47:19.054","Naeem Patel","Global Systems Inc (Real Estate)","Calls","Call Conducted",,"35",,,"(699) 572-1615","Last month Real Estate opportunity","Jamar64@yahoo.com",,"2025-07-01 14:47:19.054",,"false",,"671",,,,,,
"6604","Crystal Gleason IV","Global Accountability Manager","2025-07-17 15:06:40.153","2025-07-17 15:06:40.153","Naeem Patel","Elite Consulting (Education)","Calls","Call Conducted",,"35",,,"1-463-953-3158","Last month Education opportunity","Shane23@hotmail.com",,"2025-07-17 15:06:40.153",,"false",,"443",,,,,,
"6605","Jeanette O'Conner Sr.","Chief Group Executive","2025-07-18 16:13:29.988","2025-07-18 16:13:29.988","Naeem Patel","Prime Business Group (Construction)","Calls","Call Conducted",,"35",,,"635-403-0707 x6308","Last month Construction opportunity","Saige32@gmail.com",,"2025-07-18 16:13:29.988",,"false",,"446",,,,,,
"6606","Ann Towne","Product Configuration Liaison","2025-07-02 16:17:40.533","2025-07-02 16:17:40.533","Naeem Patel","Elite Consulting (Finance)","Calls","Call Conducted",,"35",,,"(404) 791-9281","Last month Finance opportunity","Ralph_Armstrong-Toy@hotmail.com",,"2025-07-02 16:17:40.533",,"false",,"58",,,,,,
"6607","Kathryn Price","Central Paradigm Consultant","2025-07-21 15:26:58.294","2025-07-21 15:26:58.294","Naeem Patel","Business Dynamics (Manufacturing)","Calls","Call Conducted",,"35",,,"(991) 747-8836 x7138","Last month Manufacturing opportunity","Crawford.Thompson57@gmail.com",,"2025-07-21 15:26:58.294",,"false",,"16",,,,,,
"6608","Calvin Bogan","Lead Data Producer","2025-07-01 11:28:10.577","2025-07-01 11:28:10.577","Naeem Patel","NextGen Technologies (Manufacturing)","Calls","Call Conducted",,"35",,,"(417) 777-7841 x88591","Last month Manufacturing opportunity","Patrick45@yahoo.com",,"2025-07-01 11:28:10.577",,"false",,"466",,,,,,
"6609","Christy Kuhic","Legacy Implementation Executive","2025-07-23 09:47:31.508","2025-07-23 09:47:31.508","Naeem Patel","Elite Consulting (Consulting)","Calls","Call Conducted",,"35",,,"458-917-9247 x7129","Last month Consulting opportunity","Virgil65@gmail.com",,"2025-07-23 09:47:31.508",,"false",,"604",,,,,,
"6610","Lester Pouros","Dynamic Response Engineer","2025-07-09 12:54:51.58","2025-07-09 12:54:51.58","Naeem Patel","Growth Partners (Finance)","Calls","Call Conducted",,"35",,,"865.217.3383 x86642","Last month Finance opportunity","Blair.Kreiger96@gmail.com",,"2025-07-09 12:54:51.58",,"false",,"99",,,,,,
"6611","Agnes Weber","Lead Infrastructure Coordinator","2025-07-14 09:32:42.349","2025-07-14 09:32:42.349","Naeem Patel","NextGen Technologies (Marketing)","Calls","Call Conducted",,"35",,,"(480) 975-1040 x2629","Last month Marketing opportunity","Lilliana4@gmail.com",,"2025-07-14 09:32:42.349",,"false",,"816",,,,,,
"6612","Ms. Jessica Nicolas","Internal Web Producer","2025-07-22 08:37:37.145","2025-07-22 08:37:37.145","Naeem Patel","Elite Consulting (Healthcare)","Calls","Call Conducted",,"35",,,"(965) 936-7574 x3006","Last month Healthcare opportunity","Marvin60@yahoo.com",,"2025-07-22 08:37:37.145",,"false",,"679",,,,,,
"6614","Steve Legros","National Paradigm Consultant","2025-08-05 16:56:08.025","2025-08-07 16:56:08.025","Jennifer Davies","Smart Systems (Manufacturing)","Pipeline","Agreement - Profile","20876.69771052869","75","2025-08-21 16:56:08.025",,"(904) 362-4499 x02437","This week Manufacturing opportunity","Wendy.Kuhic59@hotmail.com",,"2025-08-05 16:56:08.025",,"false",,"353","2025-08-07 16:56:08.025",,,,,
"6621","Lloyd Nikolaus","Customer Program Administrator","2025-07-28 12:33:22.564","2025-07-29 12:33:22.564","Jennifer Davies","Data Solutions (Manufacturing)","Pipeline","Agreement - Media","11163.59561030522","75","2025-08-12 12:33:22.564",,"996.490.6671 x745","Last week Manufacturing opportunity","Roselyn_Zieme83@gmail.com",,"2025-07-28 12:33:22.564",,"false",,"765","2025-07-29 12:33:22.564",,,,,
"6622","Miss Shawna Pacocha","Corporate Operations Officer","2025-08-01 09:34:29.313","2025-08-02 09:34:29.313","Jennifer Davies","Global Systems Inc (Construction)","Pipeline","Agreement - Profile","21559.20253842953","75","2025-08-16 09:34:29.313",,"(414) 837-4293 x4300","Last week Construction opportunity","Madge_Corwin@yahoo.com",,"2025-08-01 09:34:29.313",,"false",,"424","2025-08-02 09:34:29.313",,,,,
"6623","Dr. Miriam Turner","Investor Tactics Specialist","2025-07-30 13:10:24.649","2025-07-30 13:10:24.649","Jennifer Davies","Enterprise Solutions (Construction)","Calls","Call Conducted",,"30",,,"1-985-662-4333 x81132","Last week Construction opportunity","Jade_Raynor66@gmail.com",,"2025-07-30 13:10:24.649",,"false",,"181",,,,,,
"6625","Felipe Gutkowski","Regional Group Specialist","2025-07-28 09:26:15.586","2025-07-28 09:26:15.586","Jennifer Davies","Strategic Partners (Hospitality)","Calls","Call Conducted",,"30",,,"(619) 300-9438 x79043","Last week Hospitality opportunity","Keshaun.Rolfson@hotmail.com",,"2025-07-28 09:26:15.586",,"false",,"899",,,,,,
"6626","Nelson Langosh-Rosenbaum","Product Solutions Consultant","2025-08-01 14:59:30.952","2025-08-01 14:59:30.952","Jennifer Davies","Business Dynamics (Education)","Calls","Call Conducted",,"30",,,"(230) 778-8408 x95167","Last week Education opportunity","Krista.Altenwerth47@hotmail.com",,"2025-08-01 14:59:30.952",,"false",,"482",,,,,,
"6628","Emily Rutherford","Principal Applications Developer","2025-08-01 10:06:52.326","2025-08-01 10:06:52.326","Jennifer Davies","Enterprise Solutions (Technology)","Calls","Call Conducted",,"30",,,"(524) 602-4286","Last week Technology opportunity","Chauncey_Pacocha@hotmail.com",,"2025-08-01 10:06:52.326",,"false",,"122",,,,,,
"6630","Keith Stark","District Accounts Assistant","2025-07-28 16:49:36.099","2025-07-28 16:49:36.099","Jennifer Davies","Future Tech (Marketing)","Calls","Call Conducted",,"30",,,"531.668.0202 x2161","Last week Marketing opportunity","Audreanne22@hotmail.com",,"2025-07-28 16:49:36.099",,"false",,"876",,,,,,
"6631","Wilbert Buckridge","Corporate Group Representative","2025-07-28 10:17:29.424","2025-07-28 10:17:29.424","Jennifer Davies","Performance Group (Education)","Calls","Call Conducted",,"30",,,"793.996.4288 x55126","Last week Education opportunity","Virginie.Bins77@yahoo.com",,"2025-07-28 10:17:29.424",,"false",,"49",,,,,,
"6634","Cornelius Lubowitz","Legacy Factors Producer","2025-08-01 11:00:46.916","2025-08-01 11:00:46.916","Jennifer Davies","Data Solutions (Finance)","Calls","Call Conducted",,"35",,,"334.818.7069 x0874","Earlier this month Finance opportunity","Libby.Stoltenberg@yahoo.com",,"2025-08-01 11:00:46.916",,"false",,"166",,,,,,
"6636","Dr. Deanna Luettgen","Global Solutions Strategist","2025-08-01 09:44:08.537","2025-08-04 09:44:08.537","Jennifer Davies","NextGen Technologies (Education)","Pipeline","Agreement - Profile","17963.51938459763","75","2025-08-18 09:44:08.537",,"(250) 570-3137","Earlier this month Education opportunity","Silas12@gmail.com",,"2025-08-01 09:44:08.537",,"false",,"921","2025-08-04 09:44:08.537",,,,,
"6637","Benny Collier","Chief Data Administrator","2025-08-01 09:15:01.54","2025-08-03 09:15:01.54","Jennifer Davies","Prime Business Group (Finance)","Pipeline","Agreement - Media","10320.72768044217","75","2025-08-17 09:15:01.54",,"812.422.6118 x928","Earlier this month Finance opportunity","Berry88@gmail.com",,"2025-08-01 09:15:01.54",,"false",,"784","2025-08-03 09:15:01.54",,,,,
"6643","Jan Larson","Senior Research Liaison","2025-08-01 12:49:31.556","2025-08-01 12:49:31.556","Jennifer Davies","TechCorp Solutions (Healthcare)","Calls","Call Conducted",,"35",,,"(692) 645-4651","Earlier this month Healthcare opportunity","Reba_Kirlin@hotmail.com",,"2025-08-01 12:49:31.556",,"false",,"608",,,,,,
"6645","Willard Schinner","Corporate Functionality Coordinator","2025-08-01 14:34:29.263","2025-08-01 14:34:29.263","Jennifer Davies","Performance Group (Consulting)","Calls","Call Conducted",,"35",,,"1-663-608-2513 x4374","Earlier this month Consulting opportunity","Lamar_Kuvalis34@yahoo.com",,"2025-08-01 14:34:29.263",,"false",,"592",,,,,,
"6646","Rickey Keebler","Product Identity Consultant","2025-08-01 13:27:54.483","2025-08-01 13:27:54.483","Jennifer Davies","Prime Business Group (Marketing)","Calls","Call Conducted",,"35",,,"468-266-8504 x408","Earlier this month Marketing opportunity","Rosa_Goodwin@yahoo.com",,"2025-08-01 13:27:54.483",,"false",,"379",,,,,,
"6655","Robert Goyette","Central Group Architect","2025-07-21 09:00:55.666","2025-07-28 23:18:19.415","Jennifer Davies","Digital Innovations Ltd (Healthcare)","Lists_Media_QA","Sold","24058.49614753235","100","2025-08-07 09:00:55.666",,"548.390.8582 x5199","[29/07/2025] Deal_Closed: Deal closed: Standard Package - £24058","Frederik.Rempel@gmail.com",,"2025-07-21 09:00:55.666",,"true","Digital Innovations Ltd (Healthcare) - Partner Network","461","2025-07-24 09:00:55.666",,"2025-07-27 09:00:55.666","2025-07-28 23:18:19.415","13","3"
"6656","Jessica Hirthe","Lead Configuration Liaison","2025-07-24 15:01:58.675","2025-07-30 13:14:48.966","Jennifer Davies","TechCorp Solutions (Finance)","Lists_Media_QA","Sold","25753.14222245884","100","2025-08-10 15:01:58.675",,"300-501-7026 x54993","[30/07/2025] Deal_Closed: Deal closed: Standard Package - £25753","Abdiel_Hills@yahoo.com",,"2025-07-24 15:01:58.675",,"true","TechCorp Solutions (Finance) - Partner Network","583","2025-07-27 15:01:58.675",,"2025-07-28 15:01:58.675","2025-07-30 13:14:48.966","12","3"
"6657","Traci Weissnat","Investor Intranet Agent","2025-07-14 08:56:27.705","2025-07-19 08:56:27.705","Jennifer Davies","Prime Business Group (Consulting)","Lists_Media_QA","Partner List Sent","16822.55922950013","90","2025-07-31 08:56:27.705",,"667.234.2391 x5550","Last month Consulting opportunity","Natalia.VonRueden-Kub@gmail.com",,"2025-07-14 08:56:27.705",,"true","Prime Business Group (Consulting) - Partner List","248","2025-07-17 08:56:27.705",,"2025-07-19 08:56:27.705",,"8","0"
